company_symbol,sector,ev_ebitda,revenue_growth,profit_margin,gross_profit_margin,return_on_equity,fixed_asset_turnover,asset_turnover,debt_to_equity,capex_to_revenue,r_and_d_to_revenue,dividend_yield,current_ratio,debt_to_equity_squared,current_ratio_squared,positive_roe,return_on_equity_x_positive_roe
ARW,Technology,6.8855,0.1176,0.024,0.124707381,0.1345,35.98492543,1.668692388,0.6545,0.0044,0.0,0.0,1.548,0.42837024999999995,2.396304,1,0.1345
AMG,Financial Services,11.9,0.0318,0.102,1.0,0.0705,22.80345158,0.289374749,0.5292,0.0079,0.0,0.0123,2.428,0.28005264,5.8951839999999995,1,0.0705
ACLS,Technology,6.8108,0.078,0.104,0.405888268,0.1124,10.75542541,0.806969209,0.117,0.0107,0.1172,0.0,4.668,0.013689000000000002,21.790224000000002,1,0.1124
VIVO,Healthcare,15.4686,0.0638,0.112,0.610855406,0.136,7.120220037,0.849604379,0.2861,0.0197,0.079,0.0338,5.752,0.08185321000000001,33.085504,1,0.136
CRAI,Industrials,7.6013,0.1285,0.054,0.307586772,0.1145,8.685077358,1.12620333,0.0,0.037,0.0,0.0167,1.271,0.0,1.6154409999999997,1,0.1145
AIT,Industrials,13.1066,0.1849,0.046,0.287639501,0.1738,25.3271635,1.344541661,1.1825,0.0072,0.0,0.0166,2.446,1.3983062500000003,5.982916000000001,1,0.1738
SNX,Industrials,9.2945,0.1765,0.015,0.096126543,0.0875,35.10038752,1.737234589,1.0061,0.0062,0.0,0.0173,1.446,1.0122372099999999,2.090916,1,0.0875
AEHR,Technology,36.4608,0.5639,0.018,0.419083065,0.0274,24.5677473,0.954773058,0.3165,0.0194,0.1415,0.0,2.642,0.10017225,6.980163999999999,1,0.0274
BMI,Technology,23.4431,0.0778,0.064,0.374307176,0.0916,4.802116894,1.104512199,0.0595,0.0199,0.0,0.0114,2.744,0.0035402499999999996,7.529536000000001,1,0.0916
SHAK,Consumer Cyclical,27.3101,0.2801,0.033,0.654250942,0.0671,1.754069061,0.752311099,0.0,0.1906,0.0,0.0,1.687,0.0,2.845969,1,0.0671
GOLF,Consumer Cyclical,9.3576,0.0471,0.061,0.515602725,0.1116,7.153269874,0.965772475,0.4286,0.0201,0.0315,0.0247,2.252,0.18369796,5.071503999999999,1,0.1116
DOOR,Basic Materials,7.6445,0.0675,0.043,0.200592322,0.1519,3.558987,1.22021125,1.3046,0.0373,0.0,0.0,2.84,1.7019811599999999,8.0656,1,0.1519
BIO,Healthcare,12.2002,0.0598,0.16,0.534263556,0.0909,4.500609408,0.408017689,0.1093,0.0548,0.087,0.0,4.489,0.011946489999999999,20.151121,1,0.0909
NATI,Technology,22.1715,0.0541,0.114,0.754455785,0.1252,5.542930086,0.813250082,0.0,0.036,0.1921,0.0203,3.612,0.0,13.046544,1,0.1252
ACCO,Industrials,5.6452,-0.0039,0.055,0.323408201,0.1351,7.361395525,0.696669538,1.1314,0.0176,0.0,0.0354,1.469,1.28006596,2.1579610000000002,1,0.1351
PLXS,Technology,10.3964,0.1366,0.005,0.089646523,0.0142,8.419154659,1.486828911,0.2048,0.0217,0.0,0.0,2.057,0.04194304,4.231249,1,0.0142
ASGN,Industrials,11.0431,0.2947,0.046,0.301093217,0.1334,42.98079646,1.264893593,0.9309,0.0084,0.0,0.0,2.227,0.8665748099999999,4.959529,1,0.1334
MANT,Technology,12.5636,0.1407,0.042,0.14319573,0.0586,38.08421646,1.085752252,0.0054,0.0179,0.0,0.0191,1.808,2.9160000000000002e-05,3.268864,1,0.0586
NGVT,Basic Materials,13.9902,0.1658,0.149,0.367678193,0.4993,2.164184803,0.861922141,2.2214,0.0828,0.019,0.0,2.306,4.93461796,5.317636,1,0.4993
PATK,Consumer Cyclical,5.7158,0.3836,0.053,0.183762612,0.2932,12.77518982,1.83804745,1.5425,0.0124,0.0,0.0,2.442,2.37930625,5.963364000000001,1,0.2932
SYNC,Technology,14.0806,0.0275,-0.053,0.495777702,-0.1476,7.691185118,1.573084198,0.0722,0.0435,0.1704,0.0,1.257,0.00521284,1.5800489999999998,0,-0.0
VMI,Industrials,10.9272,0.0041,0.034,0.238754305,0.089,5.364176874,1.089662226,0.7108,0.0261,0.0,0.0135,3.278,0.50523664,10.745284,1,0.089
FCN,Industrials,9.0387,0.1218,0.074,0.345091443,0.1117,23.97669579,0.852363961,0.1969,0.0159,0.0,0.0,2.0,0.038769609999999996,4.0,1,0.1117
WEX,Industrials,14.452,0.1955,0.113,0.63291258,0.0942,7.945147657,0.220459059,1.3163,0.0584,0.0,0.0,1.47,1.73264569,2.1609,1,0.0942
NXST,Consumer Cyclical,7.3179,0.1376,0.141,0.595937898,0.2102,3.782026361,0.391770638,2.1487,0.0368,0.0,0.0191,1.898,4.616911689999999,3.6024039999999995,1,0.2102
MTRN,Basic Materials,15.795,0.06,0.017,0.207900217,0.0376,4.811666892,1.509125485,0.0327,0.028,0.0126,0.0092,3.143,0.00106929,9.878448999999998,1,0.0376
TECH,Healthcare,28.5462,0.1421,0.196,0.672080411,0.1169,4.423817321,0.403585358,0.3142,0.0326,0.086,0.0086,5.01,0.09872163999999999,25.100099999999998,1,0.1169
BOOM,Industrials,12.0506,0.6931,0.093,0.339108964,0.2269,3.43103847,1.357756075,0.308,0.1381,0.0,0.0023,2.048,0.094864,4.194304,1,0.2269
EXLS,Industrials,15.5009,0.1585,0.064,0.337734059,0.0918,12.01349476,0.831605671,0.4614,0.0458,0.0,0.0,3.223,0.21288996,10.387728999999998,1,0.0918
QLYS,Technology,31.3781,0.2082,0.205,0.762683361,0.1601,4.539061228,0.476179825,0.0,0.0817,0.191,0.0,1.925,0.0,3.7056250000000004,1,0.1601
ICUI,Healthcare,44.1925,0.0831,0.021,0.407151224,0.0228,3.236031721,0.883088147,0.0,0.072,0.0378,0.0,3.719,0.0,13.830960999999999,1,0.0228
ARTX,Industrials,11.2816,-0.0215,0.019,0.302252135,0.0244,10.83655647,0.818894169,0.1832,0.0271,0.0314,0.0,1.967,0.03356224,3.8690890000000002,1,0.0244
LMAT,Healthcare,12.662,0.0466,0.217,0.700392164,0.1762,7.48603035,0.689590301,0.0,0.0289,0.0776,0.0118,4.758,0.0,22.638564,1,0.1762
CBZ,Industrials,10.8848,0.0779,0.067,0.142862876,0.1037,26.95521123,0.779356585,0.2257,0.0159,0.0,0.0,1.318,0.050940490000000005,1.7371240000000001,1,0.1037
KIRK,Consumer Cyclical,2.3444,0.0669,0.008,0.327283451,0.0376,5.60971877,2.119396251,0.0,0.0448,0.0,0.0,1.83,0.0,3.3489000000000004,1,0.0376
CMD,Healthcare,25.1857,0.1321,0.104,0.474779854,0.1495,7.8257537,0.904757458,0.324,0.0432,0.0283,0.0018,2.51,0.104976,6.300099999999999,1,0.1495
RBC,Technology,8.4102,0.0849,0.063,0.264592934,0.1001,5.922989439,0.788442407,0.5657,0.0213,0.0,0.0157,2.659,0.32001649,7.070280999999999,1,0.1001
PLT,Technology,11.715,-0.0275,-0.001,0.512444232,-0.0025,6.029051073,0.7957223,1.3953,0.0146,0.0983,0.0103,7.168,1.94686209,51.380224000000005,0,-0.0
ELF,Consumer Defensive,11.8503,-0.0091,0.058,0.608525436,0.0677,12.26541002,0.61358568,0.6558,0.0332,0.0,0.0,3.295,0.4300736400000001,10.857025,1,0.0677
OMCL,Technology,26.0589,0.1047,0.048,0.472914701,0.0555,15.2875534,0.72815244,0.1993,0.0691,0.0824,0.0,1.941,0.039720490000000004,3.767481,1,0.0555
ZAGG,Consumer Cyclical,4.5235,0.0361,0.073,0.345340569,0.2473,33.39316292,1.4238501,0.3682,0.0134,0.0,0.0,1.678,0.13557124,2.8156839999999996,1,0.2473
HELE,Consumer Defensive,22.7295,0.0582,0.03,0.413294835,0.0438,11.97416257,0.910777555,0.2857,0.0092,0.0,0.0,1.862,0.08162449000000001,3.4670440000000005,1,0.0438
AIR,Industrials,24.9054,0.099,0.009,0.168506549,0.0167,5.522109918,1.1466518,0.1893,0.0126,0.0,0.0067,2.828,0.03583449,7.997583999999999,1,0.0167
POL,Basic Materials,9.9786,0.094,0.045,0.210816777,0.2959,9.189596879,1.297469981,2.5104,0.0215,0.0,0.0252,1.791,6.302108160000001,3.2076809999999996,1,0.2959
CVI,Energy,5.7219,0.1897,0.041,0.100505334,0.2247,2.931687243,1.781,0.9075,0.0143,0.0,0.0725,2.607,0.82355625,6.796449000000001,1,0.2247
KALU,Basic Materials,9.0993,0.1348,0.058,0.179834794,0.1239,2.592186989,1.117381808,0.5003,0.0463,0.0,0.0246,3.195,0.25030009,10.208025,1,0.1239
CAMP,Technology,13.7427,0.0422,0.045,0.412366908,0.0835,17.20966983,0.773609757,0.7757,0.0228,0.0704,0.0,2.888,0.6017104899999999,8.340544,1,0.0835
ASPS,Industrials,6.881,-0.1104,-0.006,0.257738588,-0.0182,18.36913502,1.130109209,1.122,0.0047,0.0,0.0,1.931,1.2588840000000003,3.728761,0,-0.0
ITGR,Healthcare,9.078,0.0695,0.138,0.298486764,0.1584,5.253674293,0.522208244,0.8727,0.0358,0.04,0.0,2.529,0.7616052900000001,6.395841,1,0.1584
KRO,Basic Materials,3.904,-0.0388,0.123,0.338287502,0.2441,3.416735197,0.87555977,0.5437,0.0339,0.0,0.059,5.147,0.29560969,26.491609000000004,1,0.2441
AOSL,Technology,6.6929,0.0997,0.034,0.26551347,0.0512,1.271054949,0.631967067,0.3298,0.4216,0.0886,0.0,1.844,0.10876803999999998,3.4003360000000002,1,0.0512
TUES,Consumer Defensive,28.4746,0.041,-0.022,0.338828538,-0.1217,8.308759299,2.674593894,0.2135,0.0306,0.0,0.0,1.923,0.04558225,3.6979290000000002,0,-0.0
EBS,Healthcare,24.103,0.3949,0.08,0.588062372,0.062,1.533516268,0.350946443,0.786,0.0922,0.1825,0.0,3.098,0.617796,9.597603999999999,1,0.062
PLAB,Technology,2.8994,0.1877,0.079,0.24567326,0.0554,0.936155626,0.482226721,0.0756,0.173,0.0271,0.0,2.631,0.00571536,6.922160999999999,1,0.0554
ATR,Consumer Cyclical,12.3542,0.1197,0.07,0.344261222,0.1369,2.788145174,0.818525136,0.1153,0.0748,0.0,0.014,1.931,0.01329409,3.728761,1,0.1369
SYKE,Technology,7.6381,0.025,0.03,0.340028554,0.0592,12.00495503,1.387144007,0.1234,0.0288,0.0,0.0,2.784,0.01522756,7.750655999999999,1,0.0592
FWRD,Industrials,9.888,0.1296,0.07,0.460639298,0.1664,6.293079873,1.737516361,0.0861,0.0267,0.0,0.0115,2.691,0.007413209999999999,7.241480999999999,1,0.1664
DS,Real Estate,27.4341,0.0744,-0.141,0.134943331,-0.2872,2.370717545,0.782115553,0.4988,-0.0526,0.0,0.0,1.827,0.24880144,3.337929,0,-0.0
ATGE,Consumer Defensive,15.1902,0.0193,0.027,0.475634964,0.0222,3.167884545,0.525045406,0.1929,0.054,0.0,0.0,1.881,0.03721040999999999,3.538161,1,0.0222
WHD,Energy,19.0373,0.5948,0.095,0.401058561,0.2909,3.830479958,0.930552515,0.0906,0.1287,0.0,0.0,3.679,0.00820836,13.535040999999998,1,0.2909
LECO,Industrials,11.8291,0.154,0.095,0.339594489,0.3237,6.325538167,1.288893428,0.7922,0.018,0.0,0.0208,2.3,0.62758084,5.289999999999999,1,0.3237
MTX,Basic Materials,7.6077,0.0787,0.093,0.255255588,0.1249,1.638951854,0.585533348,0.7509,0.042,0.0126,0.0039,2.295,0.56385081,5.267024999999999,1,0.1249
TREX,Basic Materials,17.499,0.2107,0.197,0.430974059,0.3924,5.84110155,1.471119405,0.0,0.0493,0.0,0.0,2.913,0.0,8.485568999999998,1,0.3924
CLB,Energy,20.6161,0.0819,0.113,0.290908416,0.5073,5.701782504,1.080173914,1.8485,0.0327,0.0,0.0369,2.252,3.41695225,5.071503999999999,1,0.5073
CTRN,Consumer Cyclical,5.1012,0.0864,0.019,0.382949284,0.0696,12.22527802,2.309104139,0.0,0.0278,0.0,0.0139,2.137,0.0,4.566769,1,0.0696
INTT,Technology,6.7172,0.1761,0.039,0.501521072,0.0708,28.91534781,1.169318469,0.0,0.0282,0.0625,0.0,1.663,0.0,2.765569,1,0.0708
IBP,Basic Materials,9.3452,0.1796,0.041,0.278047069,0.3,14.82996549,1.601173175,2.5395,0.0249,0.0,0.0,2.265,6.44906025,5.130225,1,0.3
CENT,Consumer Defensive,9.7388,0.0783,0.056,0.304860334,0.1298,10.17869302,1.161572748,0.7267,0.0171,0.0,0.0,5.716,0.52809289,32.672656,1,0.1298
LFUS,Technology,13.6643,0.4068,0.096,0.37972252,0.1113,5.055893896,0.657332386,0.47,0.0379,0.0508,0.0093,3.497,0.22089999999999999,12.229009,1,0.1113
APOG,Basic Materials,8.5378,0.1899,0.06,0.251489059,0.1554,4.361507319,1.29721907,0.4221,0.0391,0.0,0.0131,1.616,0.17816840999999997,2.6114560000000004,1,0.1554
MPWR,Technology,34.8116,0.2367,0.181,0.554048717,0.1645,3.882520783,0.73400367,0.0,0.0387,0.1605,0.0103,7.221,0.0,52.142841000000004,1,0.1645
FELE,Industrials,12.7159,0.154,0.082,0.333068593,0.1443,6.269216281,1.097908852,0.2812,0.0167,0.0,0.0109,2.266,0.07907344000000001,5.134756,1,0.1443
LANC,Consumer Defensive,18.0806,0.0175,0.111,0.248180387,0.2074,6.409023494,1.520122661,0.0,0.0253,0.0,0.0168,4.041,0.0,16.329681000000004,1,0.2074
PRGX,Industrials,12.4967,0.0628,0.027,0.389757591,0.0692,7.798075177,1.376090492,0.3257,0.0605,0.0,0.0,1.808,0.10608049,3.268864,1,0.0692
EXPO,Industrials,24.0001,0.0912,0.19,0.287171001,0.2302,8.232067328,0.809327925,0.0,0.0429,0.0,0.0104,3.322,0.0,11.035684,1,0.2302
HBIO,Healthcare,25.8518,0.5602,-0.024,0.523134118,-0.0353,20.47711089,0.71627929,0.7349,0.0081,0.091,0.0,2.269,0.54007801,5.148361,0,-0.0
DAKT,Technology,11.056,0.0409,0.009,0.238594336,0.0281,8.970599039,1.701588629,0.0,0.0261,0.0582,0.0311,2.012,0.0,4.048144,1,0.0281
AAON,Basic Materials,24.7902,0.0709,0.098,0.238584435,0.172,2.662202536,1.408018248,0.0,0.0859,0.0,0.0091,2.93,0.0,8.584900000000001,1,0.172
MOV,Consumer Cyclical,8.9681,0.0275,-0.027,0.524828639,-0.0324,23.02107738,0.88002882,0.0532,0.0102,0.0,0.017,4.802,0.00283024,23.059203999999998,0,-0.0
ARC,Technology,3.7593,0.0157,0.022,0.326485089,0.0633,5.671364691,1.179761919,0.9068,0.0373,0.0,0.0,1.425,0.8222862400000001,2.030625,1,0.0633
KFY,Industrials,10.2237,0.122,0.074,0.930772913,0.11,15.17517786,0.79527421,0.1942,0.0231,0.0,0.0075,1.816,0.03771364000000001,3.2978560000000003,1,0.11
DFIN,Financial Services,4.2863,-0.0417,0.076,0.390134995,0.3257,29.9068323,1.10855301,1.6049,0.0385,0.0,0.0,1.255,2.57570401,1.5750249999999997,1,0.3257
HRI,Industrials,4.5942,0.1266,0.035,0.262204685,0.1207,0.709206372,0.547531993,3.9743,0.2868,0.0,0.0,1.338,15.79506049,1.7902440000000002,1,0.1207
LDL,Industrials,7.6007,0.1252,0.044,0.194230287,0.0946,3.68327639,0.900549568,0.8796,0.0394,0.0,0.0,2.613,0.7736961600000001,6.827769,1,0.0946
PRLB,Industrials,24.6727,0.2935,0.172,0.535639907,0.1414,1.954359849,0.719881742,0.0,0.1955,0.0645,0.0,4.084,0.0,16.679055999999996,1,0.1414
MMI,Real Estate,7.8647,0.1322,0.107,0.382826307,0.213,41.67856777,1.43863837,0.0187,0.0099,0.0,0.0,3.999,0.00034969000000000005,15.992001,1,0.213
CR,Industrials,8.408,0.2008,0.1,0.355492453,0.2202,5.584209648,0.827541,0.6228,0.032,0.0,0.0194,1.841,0.38787984000000003,3.389281,1,0.2202
CRWS,Consumer Cyclical,10.1073,0.0651,0.043,0.281471467,0.0768,39.52193476,1.241936339,0.2406,0.0031,0.0,0.0547,5.857,0.05788836000000001,34.304449000000005,1,0.0768
LNN,Industrials,17.9056,0.0574,0.037,0.276539378,0.0732,9.56723379,1.095815452,0.4202,0.0202,0.0293,0.0126,4.133,0.17656804,17.081689,1,0.0732
INGN,Healthcare,46.9973,0.4357,0.145,0.498672199,0.167,16.02931829,0.952681312,0.0,0.0362,0.0196,0.0,6.753,0.0,45.603009,1,0.167
TSQ,Consumer Cyclical,26.1002,0.0467,-0.076,0.287362488,-0.0968,3.831736031,0.43615253,1.6319,0.0421,0.0,0.0735,2.306,2.66309761,5.317636,0,-0.0
WAAS,Utilities,27.7374,0.2057,-0.142,0.532264711,-0.0616,0.879854494,0.200710443,0.9498,0.1301,0.0,0.0,2.478,0.90212004,6.140484000000001,0,-0.0
AVAV,Industrials,31.0807,0.1515,0.067,0.401175007,0.0437,13.96659556,0.566991538,0.0,0.0356,0.0985,0.0,6.427,0.0,41.306329,1,0.0437
IPGP,Technology,8.2182,0.0362,0.277,0.548176075,0.1832,2.688197426,0.567062479,0.0206,0.1091,0.0841,0.0,7.346,0.00042436000000000004,53.963716,1,0.1832
SAM,Consumer Defensive,15.9892,0.1537,0.093,0.514481509,0.2013,2.554328111,1.556063834,0.0,0.0557,0.0,0.0,1.922,0.0,3.6940839999999997,1,0.2013
CNMD,Healthcare,24.993,0.0794,0.048,0.545708988,0.0617,7.590922337,0.627865124,0.6899,0.0192,0.0491,0.0125,2.326,0.47596200999999994,5.4102760000000005,1,0.0617
FONR,Healthcare,8.4665,0.0446,0.244,0.48536762,0.2152,4.942676445,0.688997911,0.0035,0.0341,0.0215,0.0,4.604,1.2250000000000001e-05,21.196816000000002,1,0.2152
UNF,Consumer Cyclical,11.4205,0.0663,0.097,0.377111198,0.1119,3.095805444,0.920311318,0.0,0.0665,0.0,0.0012,3.954,0.0,15.634116,1,0.1119
OSIS,Technology,13.406,0.1335,-0.027,0.359549283,-0.0595,9.429088328,0.86747934,0.7442,0.0397,0.0562,0.0,1.468,0.5538336399999999,2.155024,0,-0.0
EPM,Energy,15.0164,0.1824,0.481,0.713396955,0.2538,0.665471278,0.435323719,0.0,0.0907,0.0,0.0318,7.256,0.0,52.649536000000005,1,0.2538
CRY,Healthcare,44.5141,0.3855,-0.011,0.658131722,-0.0103,8.471090628,0.460243639,0.7885,0.022,0.0879,0.0,5.19,0.62173225,26.936100000000003,0,-0.0
SSD,Industrials,10.9766,0.1042,0.117,0.445416195,0.148,4.237320157,1.055934295,0.0,0.0076,0.0399,0.0159,3.955,0.0,15.642025,1,0.148
TNC,Industrials,10.6936,0.1201,0.03,0.396109161,0.1063,6.875832313,1.132001008,1.1295,0.0191,0.0274,0.0163,1.883,1.2757702499999999,3.545689,1,0.1063
TDY,Technology,15.1689,0.1144,0.115,0.382796885,0.1497,6.556258473,0.761767254,0.3352,0.0299,0.0,0.0,1.546,0.11235904,2.390116,1,0.1497
SRI,Consumer Cyclical,7.7737,0.0506,0.062,0.296272566,0.1901,7.719239304,1.548113648,0.3478,0.0334,0.059,0.0,2.174,0.12096484,4.7262759999999995,1,0.1901
WLDN,Industrials,22.4727,-0.004,0.037,0.341488768,0.0695,34.04001,0.904759215,0.4994,0.0075,0.0,0.0,1.49,0.24940036000000002,2.2201,1,0.0695
MEI,Technology,8.3893,0.1124,0.063,0.263789497,0.0908,5.599876695,0.991702151,0.0917,0.0525,0.0,0.01,3.503,0.00840889,12.271009000000001,1,0.0908
CVTI,Industrials,3.9755,0.256,0.048,0.235769181,0.1239,1.965079506,1.144702685,0.6927,0.0152,0.0,0.001,1.662,0.47983328999999997,2.762244,1,0.1239
USPH,Healthcare,22.6529,0.0963,0.077,0.223971219,0.1615,22.50537954,1.024245994,0.1845,0.0158,0.0,0.009,1.888,0.03404025,3.5645439999999997,1,0.1615
CBPX,Basic Materials,7.378,0.0795,0.141,0.279663296,0.2265,1.831201798,0.785358301,0.8041,0.058,0.0,0.0,3.088,0.6465768100000001,9.535744000000001,1,0.2265
ROLL,Industrials,19.2495,0.0968,0.129,0.383046719,0.1044,3.505991803,0.59063523,0.2077,0.0414,0.0,0.0,4.597,0.04313929,21.132409000000003,1,0.1044
NSSC,Industrials,28.1357,0.05,0.083,0.414132496,0.1205,13.50993963,1.252180322,0.0,0.014,0.0723,0.0,5.712,0.0,32.626943999999995,1,0.1205
NEO,Healthcare,40.1256,0.1519,0.022,0.45987042,0.0082,4.545082775,0.547985703,0.3505,0.0517,0.0108,0.0,1.702,0.12285024999999998,2.896804,1,0.0082
MTBC,Technology,31.9663,0.589,-0.138,0.381698445,-0.055,27.58767582,1.061365261,0.0129,0.0203,0.0204,0.0,3.196,0.00016641,10.214416000000002,0,-0.0
AMRC,Industrials,11.129,0.0976,0.048,0.220561071,0.1008,1.685747756,0.677612742,0.6529,0.1647,0.0,0.0,1.397,0.42627841000000005,1.9516090000000001,1,0.1008
EGLE,Industrials,8.4632,0.3096,0.041,0.358425753,0.0262,0.448050814,0.366451077,0.6896,0.1145,0.0,0.0,1.881,0.47554816,3.538161,1,0.0262
IDA,Utilities,12.2826,0.0158,0.165,0.366503934,0.0957,0.311836815,0.214758708,0.7741,0.2027,0.0,0.0258,2.311,0.59923081,5.340720999999999,1,0.0957
WMK,Consumer Defensive,6.7904,0.0122,0.018,0.266437464,0.0613,3.953625925,2.450588718,0.0,0.0268,0.0,0.0253,1.756,0.0,3.083536,1,0.0613
CPSI,Technology,12.6135,0.0126,0.063,0.533959081,0.1103,25.78491954,0.855574134,0.8203,0.0035,0.1297,0.0159,1.816,0.67289209,3.2978560000000003,1,0.1103
AGS,Consumer Cyclical,14.7709,0.346,-0.073,0.723314838,-0.1535,3.116421073,0.390103399,3.8871,0.228,0.1113,0.0,3.178,15.109546410000002,10.099684,0,-0.0
CLCT,Industrials,10.9222,-0.0244,0.091,0.569445865,0.4371,8.170088327,2.124821506,0.2103,0.0705,0.0,0.0716,1.481,0.044226089999999996,2.1933610000000003,1,0.4371
CIR,Industrials,12.0237,0.7769,-0.033,0.290561946,-0.0745,6.199254503,0.656294443,1.4859,0.0199,0.0,0.0,2.281,2.20789881,5.202961000000001,0,-0.0
IPHS,Basic Materials,7.4934,0.1105,0.045,0.178827001,0.1071,3.337740129,0.983669343,0.8941,0.0708,0.0063,0.0783,2.516,0.79941481,6.330256,1,0.1071
FARO,Technology,24.3004,0.1183,0.012,0.565732719,0.0131,13.26978334,0.797297351,0.0,0.032,0.0984,0.0,3.248,0.0,10.549504,1,0.0131
THR,Industrials,17.7347,0.1684,0.039,0.465997427,0.0356,4.143236893,0.465841078,0.648,0.0294,0.0,0.0,3.529,0.419904,12.453840999999999,1,0.0356
CMTL,Technology,18.9534,0.0367,0.052,0.392473392,0.0589,19.68430676,0.675127816,0.332,0.0151,0.0944,0.0119,1.692,0.11022400000000002,2.8628639999999996,1,0.0589
CCMP,Technology,12.014,0.1635,0.186,0.532270391,0.1651,5.297191279,0.755625355,0.0,0.0361,0.088,0.0097,5.168,0.0,26.708224,1,0.1651
TRS,Industrials,8.759,0.0726,0.095,0.27831361,0.1343,4.670607029,0.797023225,0.4731,0.0283,0.0,0.0,2.906,0.22382361,8.444836,1,0.1343
CLNE,Energy,5.2528,0.0141,-0.011,0.385357039,-0.0075,0.988164921,0.495534143,0.1657,0.0714,0.0,0.0,2.811,0.027456489999999997,7.901720999999999,0,-0.0
NX,Basic Materials,7.9513,0.0268,0.03,0.217151334,0.0666,4.418657198,1.197212378,0.5328,0.0293,0.0,0.0135,1.866,0.28387584000000005,3.4819560000000003,1,0.0666
RECN,Industrials,14.1831,0.1212,0.029,0.376156691,0.07,29.18524963,1.511828767,0.2344,0.0034,0.0,0.0292,2.062,0.05494336,4.251843999999999,1,0.07
AVX,Technology,7.5178,0.1903,0.003,0.204075076,0.0022,3.735420263,0.584590645,0.0,0.0643,0.0,0.0278,5.777,0.0,33.373729000000004,1,0.0022
KE,Technology,6.6936,0.1516,0.016,0.080247299,0.0471,7.813286204,1.761062688,0.0234,0.0247,0.0,0.0,1.912,0.00054756,3.655744,1,0.0471
ASYS,Technology,3.698,0.2044,0.053,0.368984438,0.057,9.520696546,0.669671901,0.0633,0.0138,0.0285,0.0,2.738,0.004006889999999999,7.496644,1,0.057
APEI,Consumer Defensive,4.8697,-0.0052,0.086,0.612747617,0.0798,3.426376308,0.802481683,0.0,0.0317,0.0,0.0,5.247,0.0,27.531008999999997,1,0.0798
GORO,Basic Materials,7.0259,0.0468,0.081,0.292174004,0.073,1.036550943,0.767027426,0.0266,0.3476,0.0408,0.005,1.785,0.00070756,3.186225,1,0.073
VICR,Technology,34.4085,0.2782,0.109,0.477202802,0.1727,5.774508249,1.317332224,0.0006,0.0623,0.1521,0.0,4.585,3.5999999999999994e-07,21.022225,1,0.1727
MORN,Industrials,13.3126,0.1187,0.179,0.596921267,0.1958,7.107317073,0.70154079,0.0749,0.0746,0.0,0.0091,1.658,0.0056100099999999995,2.7489639999999995,1,0.1958
ICD,Energy,19.1104,0.5844,-0.14,0.332300205,-0.0511,0.287403995,0.243833588,0.3336,0.2633,0.0,0.0,1.855,0.11128896,3.441025,0,-0.0
CW,Technology,10.054,0.062,0.114,0.361244032,0.1801,6.437396573,0.740875503,0.4981,0.0184,0.0268,0.0059,1.955,0.24810360999999997,3.8220250000000004,1,0.1801
UEIC,Technology,6.1636,-0.0223,0.018,0.208461413,0.0453,7.097673205,1.224344668,0.386,0.0333,0.035,0.0,1.359,0.14899600000000002,1.846881,1,0.0453
ORA,Utilities,11.1375,0.0382,0.136,0.375986942,0.0742,0.323809194,0.230434588,0.9607,0.3594,0.0058,0.0101,1.307,0.92294449,1.708249,1,0.0742
AIMC,Industrials,22.5096,0.3406,0.03,0.320001327,0.0191,3.225417124,0.270990962,0.9242,0.0319,0.0281,0.027,2.088,0.85414564,4.359744,1,0.0191
HMTV,Communication Services,21.3668,0.1817,-0.074,0.713256141,-0.047,4.566394486,0.293414488,0.8887,0.0723,0.0,0.0,3.628,0.78978769,13.162384000000001,0,-0.0
NVEE,Industrials,14.355,0.2554,0.064,0.481734401,0.0846,35.80380235,0.951436094,0.148,0.0053,0.0,0.0,2.537,0.021903999999999996,6.436369,1,0.0846
ATRO,Industrials,12.382,0.2863,0.058,0.224954435,0.1211,6.646059142,1.036941031,0.6052,0.0203,0.0,0.0,2.921,0.36626703999999993,8.532240999999999,1,0.1211
AZZ,Industrials,14.069,-0.0615,0.056,0.197807337,0.0799,3.737197667,0.788195785,0.5324,0.036,0.0,0.0166,2.499,0.28344976,6.245001,1,0.0799
ENSG,Healthcare,11.8265,0.1035,0.045,0.134503119,0.1563,3.29737394,1.726507202,0.4116,0.0664,0.0,0.005,1.293,0.16941456000000002,1.671849,1,0.1563
CYBE,Technology,18.0601,0.2135,0.044,0.442073548,0.0503,22.62146103,0.928550933,0.0,0.0303,0.1363,0.0,3.864,0.0,14.930496,1,0.0503
ECOL,Industrials,14.8063,0.1228,0.088,0.300557668,0.1381,2.189759444,0.597034702,1.0133,0.0711,0.0,0.0114,2.339,1.0267768900000003,5.470921,1,0.1381
SHEN,Communication Services,10.9283,0.0308,0.074,0.591060689,0.1054,0.899473736,0.42488446,1.7417,0.2166,0.0,0.0061,2.374,3.0335188900000003,5.6358760000000006,1,0.1054
GV,Industrials,4.6667,0.2123,0.036,0.16764952,0.0844,2.823567492,1.227460807,0.4897,0.1345,0.0,0.0,2.35,0.23980609000000003,5.522500000000001,1,0.0844
NEU,Basic Materials,13.8835,0.0415,0.103,0.255653313,0.4791,3.554634255,1.349030858,1.5738,0.0326,0.0613,0.017,2.998,2.47684644,8.988004000000002,1,0.4791
