Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
CTS,Technology,9.7421,0.1123,0.099,0.350646038,0.1231,4.733181759,0.858011712,0.1323,0.0606,0.0538,0.0062,2.302
CULP,Consumer Cyclical,9.1688,0.0458,0.064,0.199654027,0.1278,6.250241341,1.485086061,0.0,0.0247,0.0,0.0186,3.254
DLA,Consumer Cyclical,8.7109,0.0269,0.003,0.207411809,0.0089,7.588172084,1.150872067,0.7453,0.0,0.0,0.0,2.973
FLL,Consumer Cyclical,9.0458,0.0162,-0.027,0.400992214,-0.0713,1.342409646,0.899073912,1.6331,0.104,0.0,0.0,1.249
FTEK,Industrials,12.5634,0.2517,0.0,0.354895198,-0.0008,9.460341365,1.093118583,0.0,0.0101,0.019,0.0,2.373
HESM,Energy,4.6459,0.1707,0.104,0.767059179,0.137,0.248639315,0.234918608,0.0,0.3557,0.0,0.08,0.841
IIN,Technology,19.5745,0.2849,0.048,0.319099792,0.0601,10.19628787,1.010533805,0.0,0.0473,0.0401,0.0,3.906
LMB,Industrials,8.1372,0.1251,-0.007,0.108743225,-0.0398,26.62473815,2.154782088,0.577,0.0067,0.0,0.0,1.125
NAII,Consumer Defensive,3.7582,0.086,0.038,0.198736003,0.074,6.86557802,1.554297182,0.0,0.0306,0.0,0.0,4.565
NTN,Consumer Cyclical,2.4141,0.0969,-0.012,0.654167559,-0.0374,5.0,1.569900431,0.5515,0.0691,0.0,0.0,1.686
PFIE,Energy,5.7991,0.1914,0.133,0.502058828,0.1344,5.687270259,0.92406364,0.0,0.0375,0.0306,0.0,7.755
PHX,Energy,16.0386,-0.0281,0.325,0.65472228,0.1137,0.22711955,0.217820229,0.3961,0.5089,0.0,0.0089,1.437
PKOH,Industrials,6.3886,0.1735,0.032,0.163741632,0.1793,7.557429353,1.372031444,1.891,0.0272,0.0,0.0163,2.411
SMIT,Technology,15.926,0.1202,0.015,0.436728578,0.0221,18.01503797,1.230550165,0.0,0.0005,0.0236,0.0,5.659
SPLP,Industrials,1.2373,0.1549,-0.021,0.299527835,-0.0667,5.32702451,0.672569745,0.9861,0.0297,0.0,0.056,1.568
STRT,Consumer Cyclical,5.2447,0.0524,0.028,0.123960883,0.0757,3.768555542,1.42978758,0.3145,0.0549,0.0,0.0181,2.196
UFI,Consumer Cyclical,11.4248,0.0489,0.047,0.127303686,0.0813,3.303450826,1.128122471,0.3349,0.0369,0.0,0.0,3.227
SEB,Industrials,21.8359,0.1332,-0.003,0.079447061,-0.0051,5.675,1.240437158,0.2791,0.0238,0.0,0.0017,3.861
PLPC,Technology,5.6938,0.1128,0.063,0.314178931,0.1066,4.087980186,1.173025415,0.1422,0.0222,0.0359,0.0147,3.083
AMSWA,Technology,14.2135,0.0604,0.107,0.556356086,0.1071,37.14667106,0.691577946,0.0,0.0553,0.1054,0.0345,2.331
BFS,Real Estate,14.665,0.0039,0.158,0.753422796,0.142,0.160388347,0.149379799,2.8711,0.3284,0.0,0.044,1.53410071
ITIC,Financial Services,9.8004,-0.0332,0.14,1.0,0.1246,15.16488742,0.639703113,0.0,0.0115,0.0,0.0691,1.883566672
SGMA,Technology,25.4317,0.0977,-0.012,0.095648634,-0.0551,7.881541915,1.72506209,0.7491,0.0134,0.0,0.0,2.021
ACU,Consumer Defensive,8.2491,0.0519,0.033,0.36883533,0.0879,9.442439318,1.254328678,0.8407,0.0235,0.0,0.0309,5.461
AIRT,Industrials,14.0619,0.3101,0.012,0.186556252,0.0907,9.594914629,2.002321979,1.9144,0.1039,0.001,0.0,1.978
ALJJ,Basic Materials,6.1169,0.1318,-0.02,0.226904937,-0.0801,6.14633822,1.59752536,1.0851,0.0233,0.0,0.0,1.405
AMS,Healthcare,3.2221,0.0081,0.052,0.379730141,0.0408,0.422195571,0.342840249,0.8034,0.08,0.0,0.0,1.05
ARL,Real Estate,2.0179,-0.0417,1.429,0.507366315,0.6724,0.31743399,0.146409425,1.7247,0.652,0.0,0.0,7.356779794
AVNW,Technology,9.7963,0.0026,0.008,0.331962921,0.0321,14.11642121,1.553918019,0.1565,0.0271,0.0814,0.0,1.428
AWX,Industrials,7.7048,0.1143,-0.018,0.199890735,-0.0305,1.280482285,0.960860906,0.3113,0.05,0.0,0.0,0.958
BDL,Consumer Cyclical,6.3595,0.0625,0.032,0.291787448,0.1045,2.501972974,1.68731138,0.4142,0.0462,0.0,0.0088,1.429
BELFA,Technology,4.7828,0.1151,0.038,0.200242984,0.1174,12.47801147,1.235973702,0.6472,0.021,0.0,0.0175,2.74
CAAS,Consumer Cyclical,1.0886,-0.0058,0.005,0.131839051,0.0083,3.820920579,0.718549918,0.2142,0.0499,0.0676,0.0,1.452
CINR,Basic Materials,6.1247,-0.0213,0.103,0.212245737,0.3242,1.824896888,1.11988035,0.6433,0.081,0.0,0.1057,2.19
CIX,Industrials,5.1751,0.0552,0.13,0.323735165,0.1025,3.716113416,0.710314909,0.0,0.0264,0.0,0.0147,5.581
CODA,Industrials,14.0708,-0.0003,0.277,0.702706062,0.2046,3.434769431,0.62705477,0.083,0.0354,0.1427,0.0,5.591
CPHC,Consumer Cyclical,5.0407,0.0384,0.097,0.750434863,0.1224,1.551008087,0.962809092,0.0026,0.093,0.0,0.0201,1.205
CTIB,Consumer Cyclical,47.7226,-0.0115,-0.065,0.20559006,-0.4893,14.57179,1.434208098,3.2693,0.0083,0.0,0.0,1.093
CVR,Industrials,5.8643,0.0394,0.054,0.212667618,0.0672,2.803879894,1.118136021,0.0,0.053,0.0,0.0362,7.79
CXDC,Consumer Cyclical,3.2495,-0.0121,0.054,0.17226785,0.0912,1.642950717,0.46298325,1.1236,0.2418,0.0475,0.0,0.887
CYAN,Consumer Defensive,10.689,0.0647,0.03,0.39193903,0.0566,2.168234397,1.148382536,0.3836,0.0295,0.0165,0.0,2.386
DVD,Consumer Cyclical,5.2324,0.0059,0.147,0.37729709,0.1095,0.655695638,0.595493521,0.0,-0.0841,0.0,0.0426,1.374
DYSL,Technology,14.7424,0.0911,0.043,0.374523733,0.0837,5.023586071,1.290149689,0.1623,0.057,0.0202,0.0,1.849
EEI,Industrials,40.4963,-0.0562,-0.003,0.43710026,-0.0086,23.43255814,1.716557194,0.003,0.008,0.0,0.0304,2.67
ELMD,Healthcare,11.2668,0.0946,0.065,0.769168256,0.0811,9.157062436,1.033387873,0.0487,0.0186,0.0089,0.0,4.848
ESBA,Real Estate,6.0906,0.031,0.159,0.563271092,0.0589,0.34227829,0.17434446,0.9638,0.3322,0.0,0.0222,3.078571234
ESCA,Consumer Cyclical,5.289,-0.0088,0.116,0.256172488,0.1593,11.34210866,1.175573642,0.0,0.016,0.0,0.0437,5.26
EVK,Consumer Cyclical,1.6221,0.0792,0.027,0.328544864,0.1047,15.76755142,1.777881722,0.2572,0.0272,0.0,0.0,1.577
FRD,Basic Materials,5.1397,0.5582,0.032,0.082117981,0.0574,8.552680322,1.483801238,0.0,0.0029,0.0,0.0069,6.098
FSI,Basic Materials,4.4931,0.1507,0.14,0.316151788,0.146,6.955794981,0.571530077,0.4777,0.0101,0.0076,0.0,3.474
HGSH,Real Estate,15.8535,0.1162,0.08,0.238163353,0.0324,0.194615572,0.177762993,0.7709,0.0,0.0,0.0,1.079
HNRG,Basic Materials,4.869,0.0807,0.026,0.266367349,0.0299,0.711415333,0.569461822,0.7103,0.1193,0.004,0.0316,1.64
HURC,Technology,5.3658,0.2339,0.071,0.305337063,0.0964,23.2017131,0.953279414,0.0064,0.0189,0.0,0.0106,3.242
HWCC,Industrials,9.5504,0.1233,0.024,0.238772845,0.0858,31.15031425,1.757427717,0.7084,0.0042,0.0,0.0,5.14
IEC,Technology,15.7055,0.2122,0.089,0.12108072,0.4102,5.814122327,1.292698567,0.9767,0.0336,0.0,0.0,1.515
IKNX,Basic Materials,14.3314,0.0563,0.008,0.343370273,0.0106,2.252842824,1.045606812,0.2251,0.0298,0.0372,0.0,6.872
INOD,Technology,6.1332,-0.0576,0.0,0.319986764,0.0001,8.427711728,1.246835031,0.1194,0.0354,0.0,0.0,1.908
ISIG,Consumer Cyclical,2.4529,0.2575,0.042,0.377933566,0.0857,10.17013464,1.38755062,0.0,0.0392,0.0,0.0,3.1
JVA,Consumer Defensive,9.7575,0.1754,0.012,0.172240267,0.0426,38.5733067,2.334426385,0.2544,0.0042,0.0,0.0,2.749
KTCC,Technology,12.8934,-0.0459,-0.003,0.076556836,-0.0112,16.20161173,1.810431269,0.2964,0.0078,0.0139,0.0,1.967
LAKE,Healthcare,10.8104,0.1138,0.005,0.377165658,0.0053,10.92126522,1.015402355,0.0203,0.0094,0.0,0.0,7.371
LAWS,Industrials,19.3667,0.143,0.018,0.542105098,0.0627,14.8478427,1.773528725,0.1617,0.0072,0.0,0.0,1.615
LAZY,Industrials,8.7785,-0.0108,0.014,0.201004943,0.1633,7.793062799,1.51255919,3.3114,0.0071,0.0,0.0,1.108
LINC,Consumer Defensive,20.7374,0.0051,-0.025,0.523658815,-0.1642,5.339608861,1.802270642,1.2233,0.0089,0.0,0.0,0.884
LIVE,Industrials,3.7283,0.3129,0.03,0.371675175,0.1501,7.132039337,1.408125606,1.9921,0.0436,0.0,0.0,1.757
LXFR,Industrials,9.7298,0.1056,0.051,0.2502562,0.1356,3.893854749,1.193493151,0.4183,0.0283,0.0131,0.0284,1.986
MAYS,Real Estate,19.3967,-0.0127,0.154,0.42622332,0.056,0.379991103,0.28996642,0.1023,0.1598,0.0,0.0,3.081
MICR,Healthcare,16.9735,-0.0267,-0.056,0.118767915,-0.2687,3.812518792,1.593137524,1.4609,0.0406,0.0055,0.0,1.53
NATR,Consumer Defensive,7.8162,0.0666,-0.002,0.737696335,-0.0071,5.694728462,1.890050566,0.0127,-0.0006,0.0,0.0,1.602
NSYS,Technology,6.8353,0.0092,0.001,0.117412014,0.0079,11.1387306,1.890760507,0.7092,0.0123,0.0,0.0,1.842
OBCI,Consumer Defensive,6.519,0.1017,0.067,0.344434108,0.1019,4.331901579,1.18632424,0.1801,0.0325,0.0,0.0183,7.827
OCC,Technology,13.1657,0.3703,0.012,0.317359074,0.0399,7.838591676,2.037859125,0.3513,0.0084,0.0,0.0,4.418
ODC,Basic Materials,10.5661,0.0141,0.031,0.270383459,0.0625,3.067838443,1.366330734,0.0697,0.0565,0.0,0.0217,2.682
OFLX,Industrials,18.3662,0.064,0.186,0.610231459,0.3048,12.9282645,1.247328297,0.0,0.0178,0.0444,0.0174,4.0
PATI,Industrials,4.2059,0.0169,0.045,0.713391487,0.0977,3.36365781,1.633771145,0.0119,0.0226,0.0,0.0,3.094
PDEX,Healthcare,6.3609,0.0238,0.072,0.353572223,0.0938,12.8005698,1.127930913,0.0024,0.0398,0.0843,0.0,6.722
PFIN,Industrials,8.765,0.1021,0.013,0.356750519,0.0188,6.649104859,1.16926924,0.056,0.0285,0.0,0.0259,3.259
PMD,Healthcare,7.5639,0.0749,0.107,0.483151333,0.2445,4.193180702,1.708737087,0.0868,0.031,0.0363,0.0435,3.416
PTSI,Industrials,4.9302,0.2179,0.045,0.622220639,0.1721,1.503893262,1.144174859,1.5864,0.0918,0.0,0.0,1.012
PW,Real Estate,11.7485,-0.0039,0.283,1.0,0.0964,0.123893506,0.090185464,1.0987,0.0,0.0,0.0,1.044
RMCF,Consumer Defensive,10.4152,-0.0058,0.078,0.443811408,0.1516,6.174702087,1.315613669,0.1293,0.0143,0.0,0.0295,1.897
SAMG,Financial Services,6.1819,0.0801,0.098,1.0,0.1718,28.71740396,0.739882876,0.0,0.0178,0.0,0.0423,2.358340355
SCX,Industrials,4.1813,0.0449,-0.017,0.321534891,-0.0413,5.924522101,1.186750491,0.2386,0.0266,0.0,0.0308,4.324
SGA,Consumer Cyclical,6.3295,0.0565,0.11,0.249156847,0.074,2.11205861,0.502376478,0.1081,0.0474,0.0,0.0436,2.961
SIF,Industrials,18.7576,-0.0844,-0.064,0.090835521,-0.1623,3.142469624,1.087786222,0.6682,-0.0062,0.0,0.0,1.037
SMTX,Technology,22.7355,0.5523,-0.002,0.100221625,-0.0139,7.675106534,0.976969253,2.9077,0.0202,0.0,0.0,1.252
SNFCA,Financial Services,2.9928,0.0097,0.078,0.765122777,0.1262,16.55606211,0.266097989,1.0914,-0.0026,0.0,0.0435,1.803930582
SSKN,Healthcare,20.4284,-0.0601,-0.097,0.573438285,-0.0931,5.631956235,0.628433705,0.2367,0.059,0.0357,0.0,2.694
SVT,Technology,4.8879,0.1547,0.073,0.252523142,0.111,4.030063158,1.148062852,0.0994,0.039,0.0,0.0161,4.855
SXI,Industrials,12.8113,0.1892,0.048,0.349927056,0.0812,5.626447778,0.840245295,0.4298,0.0291,0.0,0.0068,2.38
TACT,Technology,8.235,-0.0306,0.099,0.489915181,0.1968,24.02596831,1.561591715,0.0,0.027,0.0838,0.0401,4.077
TAIT,Technology,3.4151,0.0787,0.168,0.44003892,0.1093,2.216172507,0.588083828,0.0,0.0006,0.0,0.0607,7.84
TAYD,Industrials,19.2139,-0.0459,0.018,0.24315445,0.0132,2.452182626,0.616633043,0.0,0.0385,0.0,0.0,4.795
TRNS,Technology,8.8422,0.0781,0.038,0.241335301,0.1153,9.077350652,1.602332115,0.445,0.0378,0.0,0.0,1.916
USAP,Basic Materials,5.1507,0.2629,0.042,0.147760885,0.045,1.439053328,0.724349032,0.1972,0.0601,0.0,0.0,2.955
VIRC,Industrials,9.3716,0.0915,-0.017,0.345882179,-0.0547,4.459898214,1.623067491,0.2841,0.0707,0.0,0.0032,2.01
VNCE,Consumer Cyclical,1.7769,0.0163,0.215,0.446797661,0.7837,8.62382941,1.162228078,0.6511,0.0124,0.0,0.0,1.806
VTNR,Industrials,7.1542,0.2421,-0.044,0.16271865,-0.081,3.821944258,2.147335847,0.7287,0.0138,0.0,0.0,1.385
WHLM,Industrials,11.6555,0.0636,0.011,0.285815211,0.0328,30.32761979,1.800481047,0.1005,0.0057,0.0,0.0,1.299
WTT,Technology,11.5656,0.1456,0.001,0.457812382,0.0011,20.47633825,1.19519098,0.063,0.0162,0.093,0.0,1.94
WVVI,Consumer Defensive,5.3897,0.1068,0.08,0.640453473,0.0601,0.703363851,0.375386907,0.1756,0.228,0.0,0.0,5.307
XELB,Consumer Cyclical,5.499,0.1186,0.031,0.923814357,0.0109,11.07620237,0.25689017,0.196,0.0416,0.0,0.0,1.481
